0.0894405,-1.09579,-0.424785,-0.434567,-1.90207,-0.550372,-1.09793,-1.89556,-1.19698,-0.922849,-1.56215,-0.0701615,-2.33923,-1.05581,2.84342,-0.459,-0.106946,4.04383,0.545422,0.42711,-0.686444,0.486099,-0.968443,-0.773719,-0.184111,-0.296151,-0.983693,-0.97192,-0.0938266,-1.74256
0.207496,-0.885335,-0.365898,-0.406014,-1.96433,-0.550991,-1.08435,-1.72771,-0.989962,-0.733841,-1.21845,-0.0594675,-1.86523,-0.966469,2.69088,-0.319059,-0.073927,-36.059,0.535744,0.64531,-0.622067,0.71442,-1.00111,-0.323625,-0.0740774,-0.151447,-0.778404,-0.780174,-0.0793472,-1.58845
0.318213,-0.732966,-0.308959,-0.375574,-1.96896,-0.538595,-1.05354,-1.54109,-0.772511,-0.58896,-0.903215,-0.0481114,-1.40131,-0.887159,2.39194,-0.200183,-0.0437273,-74.5963,0.509332,0.807523,-0.556104,0.91548,-1.00524,0.0482154,0.00996867,-0.020006,-0.590451,-0.580886,-0.0672687,-1.44516
0.408238,-0.587176,-0.251987,-0.341588,-1.93811,-0.519201,-1.00553,-1.34958,-0.548549,-0.454423,-0.564953,-0.0366779,-0.960675,-0.825559,2.12127,-0.108043,-0.0161042,-107.226,0.49652,0.922218,-0.489398,1.07411,-0.981214,0.355986,0.0561888,0.0837738,-0.415365,-0.412841,-0.0525024,-1.2956
0.485866,-0.459949,-0.196489,-0.301927,-1.85532,-0.49659,-0.928264,-1.13249,-0.326504,-0.318437,-0.224045,-0.0249024,-0.521687,-0.764839,1.82166,-0.0433906,0.00975004,-132.341,0.477719,1.00861,-0.425532,1.1871,-0.938223,0.603607,0.0776745,0.179401,-0.25801,-0.263894,-0.0326262,-1.16149
0.55273,-0.334581,-0.146649,-0.253718,-1.72051,-0.470849,-0.845115,-0.916747,-0.123361,-0.189246,0.0995743,-0.0161512,-0.113585,-0.712985,1.47088,0.00759342,0.0306836,-152.985,0.451666,1.07032,-0.369083,1.2549,-0.882898,0.807234,0.0601719,0.247315,-0.105173,-0.141424,-0.0119165,-1.07326
0.602492,-0.217389,-0.107125,-0.208888,-1.57579,-0.450799,-0.772159,-0.733828,0.0441973,-0.0531272,0.379466,-0.00907938,0.216297,-0.693394,1.1875,0.0476082,0.0460579,-170.177,0.433609,1.09418,-0.321509,1.29236,-0.84404,0.94835,0.0119595,0.271846,0.0592017,-0.0662966,0.00219454,-1.02141
0.649013,-0.0891148,-0.0730826,-0.169469,-1.40858,-0.433728,-0.693207,-0.563812,0.179979,0.0819376,0.619819,-0.00281754,0.491835,-0.687692,0.924138,0.0888065,0.0573586,-184.699,0.409832,1.12158,-0.283641,1.29085,-0.815646,1.05711,-0.0405644,0.293156,0.201476,-0.00554575,0.0106386,-1.01125
0.696559,0.0273634,-0.0425113,-0.136419,-1.21574,-0.409289,-0.611191,-0.370798,0.290917,0.201462,0.839398,0.00227289,0.732814,-0.68694,0.684955,0.122921,0.0628982,-189.328,0.384367,1.15134,-0.251793,1.25292,-0.761016,1.16604,-0.0745035,0.336287,0.343837,0.0349039,0.0196449,-1.01978
0.710338,0.145234,-0.0124014,-0.115103,-1.01415,-0.373433,-0.527131,-0.161999,0.366033,0.283496,1.02028,0.00529725,0.894161,-0.685274,0.536795,0.129795,0.0625119,-184.445,0.36808,1.14335,-0.226136,1.15096,-0.691788,1.24795,-0.108122,0.355924,0.477061,0.0400421,0.0264584,-1.06418
0.69104,0.298412,0.0275994,-0.0999777,-0.781264,-0.320606,-0.429379,0.0875241,0.409165,0.33958,1.17518,0.0133517,1.04172,-0.657596,0.538737,0.1215,0.0541141,-170.6,0.371908,1.11082,-0.200597,1.01369,-0.595782,1.27483,-0.135967,0.356035,0.612555,0.0449163,0.032779,-1.12872
0.646411,0.476202,0.0722573,-0.0904993,-0.548949,-0.257567,-0.337472,0.342791,0.425319,0.383788,1.28268,0.0226135,1.16346,-0.598739,0.665373,0.103887,0.039694,-151.086,0.397974,1.06168,-0.172935,0.855564,-0.490487,1.25098,-0.15114,0.336844,0.742922,0.0421362,0.0377123,-1.1939
0.60145,0.67644,0.11857,-0.078116,-0.319634,-0.186099,-0.258791,0.610411,0.453048,0.431218,1.36256,0.031639,1.28654,-0.524308,0.943742,0.0763074,0.0211586,-128.305,0.451727,1.02275,-0.139917,0.687648,-0.363169,1.2064,-0.153352,0.329366,0.810038,0.0454793,0.0435512,-1.23314
0.577745,0.901638,0.164993,-0.0582336,-0.0970561,-0.109759,-0.185164,0.880357,0.481025,0.494828,1.44176,0.0434014,1.41532,-0.439394,1.3038,0.0635789,0.00339175,-109.265,0.524651,0.992084,-0.113375,0.528394,-0.199875,1.17053,-0.146427,0.30829,0.805056,0.0570363,0.0507603,-1.219
0.547773,1.12592,0.198188,-0.0446574,0.0737077,-0.0491377,-0.140038,1.09023,0.466877,0.567763,1.50748,0.054933,1.46527,-0.370266,1.7347,0.0360111,-0.016189,-89.4092,0.61215,0.94847,-0.094111,0.352409,-0.0446323,1.10622,-0.142673,0.276101,0.726816,0.0452426,0.0571266,-1.20109
0.511375,1.33079,0.223746,-0.0358019,0.212015,2.23726e-06,-0.100884,1.27075,0.435492,0.643568,1.55022,0.0692939,1.48319,-0.300938,2.3189,-0.00637705,-0.0356219,-66.8504,0.72907,0.90059,-0.0779927,0.20879,0.103511,1.01782,-0.129781,0.24786,0.583895,0.0253111,0.0645407,-1.13161
0.48924,1.53881,0.245351,-0.0187541,0.336599,0.0426111,-0.0606245,1.44095,0.398457,0.725692,1.58025,0.0821356,1.52528,-0.190241,2.93953,-0.0360242,-0.0530475,-44.3115,0.832925,0.867493,-0.0605363,0.0938615,0.251225,0.958604,-0.100452,0.242431,0.417354,-0.00179519,0.0722922,-0.983446
0.473652,1.73202,0.263358,0.0028203,0.454643,0.080637,-0.0179649,1.61409,0.364798,0.807219,1.5981,0.0913185,1.59164,-0.0422209,3.55663,-0.0509382,-0.0667218,-25.1132,0.921249,0.839888,-0.0389613,0.0162347,0.383941,0.899566,-0.0491316,0.257799,0.244686,-0.0120432,0.0806072,-0.806704
0.448734,1.88712,0.272295,0.019757,0.544897,0.105694,0.00641421,1.72203,0.312147,0.873722,1.57775,0.102373,1.61339,0.0948961,4.1137,-0.0670089,-0.082055,-8.76242,0.990999,0.802896,-0.0172259,-0.0424437,0.47264,0.831466,-0.00727821,0.284184,0.0575844,-0.0388807,0.090764,-0.62643
0.416319,1.979,0.273541,0.0364431,0.596339,0.11171,0.00796216,1.76951,0.233514,0.921195,1.50592,0.113242,1.56861,0.20819,4.66896,-0.0924344,-0.0972864,7.80028,1.05479,0.748746,0.00601694,-0.0964424,0.514236,0.745066,0.0243877,0.297267,-0.153525,-0.0812584,0.101894,-0.453901
0.378995,2.03464,0.27497,0.0573923,0.646539,0.105975,0.0112438,1.80764,0.159097,0.965028,1.44678,0.122106,1.54783,0.33078,5.18979,-0.0976589,-0.112339,24.0007,1.11002,0.68893,0.0347617,-0.132138,0.548355,0.682284,0.0530044,0.328147,-0.372757,-0.11827,0.120352,-0.284334
0.337294,2.04908,0.269333,0.072563,0.649787,0.0827106,-0.0171614,1.79534,0.0834482,0.979702,1.36277,0.129711,1.49179,0.434291,5.74003,-0.093236,-0.126557,40.7313,1.17998,0.618189,0.0619728,-0.147747,0.563413,0.620221,0.0611945,0.35844,-0.596633,-0.174509,0.142514,-0.127974
0.302661,2.0462,0.259963,0.0888456,0.6296,0.0502148,-0.0654447,1.73948,0.0224277,0.978339,1.29297,0.134454,1.43429,0.528654,6.26267,-0.0843863,-0.138895,52.1338,1.24973,0.524761,0.0900966,-0.163434,0.549624,0.567927,0.0468082,0.381451,-0.839112,-0.225309,0.161316,0.0289997
0.276781,2.01934,0.246243,0.116095,0.596383,0.0133243,-0.120057,1.6644,-0.00571095,0.962612,1.22558,0.140415,1.39515,0.609393,6.69194,-0.0733216,-0.146537,60.9459,1.30998,0.434283,0.117911,-0.156672,0.519233,0.54256,0.0252498,0.406925,-1.06368,-0.257643,0.177789,0.168263
0.245452,1.94901,0.229309,0.141411,0.53867,-0.033558,-0.175888,1.57098,-0.0212603,0.924239,1.13437,0.135475,1.30125,0.673218,6.99888,-0.0613777,-0.150451,66.6541,1.35609,0.315677,0.139199,-0.167445,0.462956,0.507711,-0.0114299,0.411684,-1.24388,-0.285923,0.189504,0.288502
0.172915,1.81901,0.199644,0.14508,0.431056,-0.102657,-0.24498,1.4127,-0.0727996,0.837059,0.986438,0.138731,1.02651,0.692977,6.95527,-0.0596764,-0.153521,70.1612,1.32757,0.13017,0.143022,-0.224762,0.35064,0.375634,-0.0885552,0.326057,-1.41544,-0.352573,0.193748,0.302097
